ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,total_revenue,operating_costs,proprietary_expenses,gross_profit,management_fee,total_operating_revenues,capex,roe,roic,roic_ttm,ev_ebitda,pe,pb,pcf,ps,market_cap,roa,short_debt_ratio,long_debt_ratio,debt_to_capital,asset_to_liab,equity_multiplier,current_ratio,net_income,management_compensation,beta,calculated_total,total_check,sector
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,BB,Medium,568,343,305,1216,A,High,28819700000.0,23291000000.0,1633800000.0,5528700000.0,,27314300000.0,1390500000.0,24.4801,12.9509,12.223,12.3875470843311,20.1392635513315,4.6062843079486,48.0369128078489,2.10451205637776,30652698000.0,9.0505,49.3227,50.6773,46.5593,60.43,2.5272,2.5103,3011600000.0,24168618.0,0.212393629501685,1216,True,Industrials
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505,329,305,1139,BBB,High,13205000000.0,5688000000.0,3723000000.0,7517000000.0,,13205000000.0,1227000000.0,39.8798,15.6073,14.9726,17.7394111069027,17.854422331324,6.68012821014901,49.0249015146798,3.7682904231276,60350374550.62,12.1923,21.1022,78.8978,59.9817,66.6896,3.0021,2.1208,2833000000.0,39857197.0,0.215462608594532,1139,True,Tech
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,14409860000.0,7028154000.0,4427215000.0,7381706000.0,,14409860000.0,563342000.0,,61.4484,65.6211,15.5694723298753,35.6096005464203,-72.9361798301394,-305.159936209443,5.36904582190111,47337920331.66,17.205,51.6032,48.3968,132.0382,108.4,-11.9047,0.7147,2172650000.0,20907749.0,-0.0020316411863305,1100,True,Consumer
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,4611700000.0,1356300000.0,1415400000.0,3255400000.0,,4611700000.0,132600000.0,46.1712,36.4402,35.7899,26.1876777439186,24.075562573801,10.8688070636555,-37.4789801640662,7.27116758522671,49243329135.0,14.4553,80.4458,19.5542,20.7216,67.9799,3.123,1.2491,1392800000.0,26791481.0,-0.0538281555053474,1000,True,Tech
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,555,320,300,1175,BBB,High,,,4965900000.0,,,17491600000.0,116300000.0,36.9114,,,,4.00808825349988,1.92820394938261,7.66507052485692,1.10254736219328,18928761000.0,1.6603,,,96.574,96.4739,28.3596,,4852200000.0,27391085.0,0.060200550306956,1175,True,Financials
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,BBB,High,18916244000.0,13708907000.0,2874469000.0,5207337000.0,,18916244000.0,557840000.0,46.8688,27.973,26.451,67.9390945398092,40.2384132665424,17.0722646446226,2422.473982819,3.66427119836264,40378522115.8,12.6287,43.9962,56.0038,37.6564,70.2348,3.3596,1.773,1722589000.0,48503570.0,-0.109405196436721,1000,True,Consumer
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,250,251,215,716,B,Medium,2633454000.0,668650000.0,969429000.0,1964804000.0,,2633454000.0,214443000.0,,6.3161,6.078,38.9242988953941,38.0966309716988,-3.3316605116715,-71.3594067322392,6.67522209715453,42386063120.0,4.3439,4.4016,95.5984,169.4998,149.5471,-2.0183,0.6928,459799000.0,36484151.0,-0.0340859076755938,716,True,Real_Assets
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,BBB,High,44200000000.0,18635000000.0,10764000000.0,25565000000.0,,44200000000.0,2262000000.0,92.5223,43.7101,38.6207,17.3822372688939,10.7673299319728,7.73253650141564,-34.6741797361215,3.15127104072398,205728750000.0,26.3925,38.2762,61.7238,46.2218,63.2493,2.721,1.7465,12936000000.0,27209037.0,0.23254089737817,1009,True,Tech
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,525,306,313,1144,BBB,High,6179727000.0,4246315000.0,907024000.0,1933412000.0,,6179727000.0,43619000.0,64.8978,30.6952,28.3872,26.9509070807128,9.85792920329957,5.97338183909572,346.886949100141,1.1939500575608,22749181966.0,20.9922,28.9976,71.0024,52.8911,65.3564,2.8865,2.9879,748462000.0,14161745.0,-0.0427430586439567,1144,True,Industrials
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,A,High,86392000000.0,40576000000.0,34459000000.0,45816000000.0,,86392000000.0,5207000000.0,53.6876,15.8264,15.8485,18.4570729579166,23.1348683124568,12.0200406241758,-339.590900599654,2.38600422103887,240240930000.0,9.7389,35.7543,64.2457,69.4966,81.2631,5.3371,0.8041,8978000000.0,46174420.0,-0.0613988888724898,1417,True,Consumer
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BBB,High,BB,Medium,B,Medium,475,385,295,1155,BBB,High,32250300000.0,10317400000.0,17503200000.0,21932900000.0,2032000000.0,32250300000.0,1841300000.0,,41.9859,51.7823,20.0241442285179,31.6695959288152,-11.9365706475547,-28.5725527176752,3.22251098439394,137229204000.0,11.7355,24.9524,75.0476,237.3866,131.0908,-3.2164,0.7669,3283400000.0,42989936.0,-0.0670647973026356,1155,True,Consumer
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,575,372,365,1312,A,High,,345943000.0,405766000.0,,79903000.0,1224022000.0,365057000.0,7.9586,,,,28.198171647417,2.23322021499643,-518.68157984572,11.1239096621874,12868657812.45,4.4938,,,43.4373,43.1131,1.7579,,488035000.0,19994748.0,-0.0642376037448608,1312,True,Real_Assets
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535,310,305,1150,BBB,High,4645714000.0,2359546000.0,1060099000.0,2286168000.0,,4645714000.0,213466000.0,22.5067,15.9254,15.6561,14.1123555743721,7.22769308261552,1.64032522273258,-17.5527335348199,1.60766640606804,17237810470.53,13.7614,22.8403,77.1597,31.0152,39.3638,1.6492,3.6287,1033353000.0,26633744.0,0.186318556912814,1150,True,Tech
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,550,302,308,1160,BBB,High,1933347000.0,385980000.0,1063771000.0,1547367000.0,204732000.0,1933347000.0,25947000.0,14.446,8.7887,8.5854,27.1272374757313,54.7354539724864,7.46357879071477,-316.413350784911,8.86371182470607,14158800500.0,6.6794,33.1318,66.8682,37.0374,51.0155,2.0415,1.3489,313081000.0,31395464.0,-0.0230886327058518,1160,True,Tech
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BB,Medium,BB,Medium,B,Medium,371,300,220,891,BB,Medium,6401700000.0,3631600000.0,1677900000.0,2770100000.0,1110400000.0,6401700000.0,263400000.0,5.7722,1.863,1.7923,14.8390154827339,8.76077981814498,0.543769163460302,-8.2482797694362,0.303945701549588,8791783633.55,1.2667,8.3327,91.6673,70.849,79.4505,4.8663,1.7376,221700000.0,26066228.0,-0.0620799924801204,891,True,Consumer
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,370,244,285,899,BB,Medium,27518000000.0,,23474000000.0,,2099000000.0,27518000000.0,706000000.0,11.5188,8.0011,7.8818,41.0940417598807,17.2029918554775,2.05258149839203,36.9246116223602,1.51224788496257,220261440000.0,3.073,77.1709,22.8291,33.9415,74.2444,3.8827,1.2753,2419000000.0,98884435.0,0.190539145672767,899,True,Tech
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,505,327,305,1137,BBB,High,12172900000.0,1560400000.0,5963500000.0,10612500000.0,,12172900000.0,1616900000.0,20.9419,18.5268,17.1036,7.06372120519351,18.4402887687581,3.52988655111101,361.506320806055,6.57208625671615,68630288224.32,14.8502,47.9551,52.0449,10.6499,22.4221,1.289,5.0565,4338400000.0,60881054.0,0.0301975426191493,1137,True,Healthcare
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,575,312,328,1215,A,High,26323000000.0,6406000000.0,9848000000.0,19917000000.0,,26323000000.0,936000000.0,126.4743,15.8615,15.3781,13.3862208746459,29.0563400645604,52.0014040161158,-528.825389175,7.23234966010713,125600751000.0,10.0613,25.5239,74.4761,91.4073,94.3782,17.7878,1.4143,6552000000.0,54781353.0,-0.0325142031262096,1215,True,Healthcare
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,525,316,315,1156,BBB,High,5081542000.0,1063697000.0,2843750000.0,4017845000.0,353840000.0,5081542000.0,561456000.0,18.2149,18.0134,17.7835,51.3664940310436,78.2031545516731,13.9597889221544,-5026.33048845551,15.1525573836938,56542026816.0,10.3889,71.8988,28.1012,0.3761,40.9733,1.6941,1.0858,978436000.0,31929807.0,0.147699654887083,1156,True,Tech
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,540,355,300,1195,BBB,High,11661000000.0,8192000000.0,1511000000.0,3469000000.0,,11661000000.0,381000000.0,445.6757,28.6161,28.6533,14.9253230087112,50.0933275008672,757.833917880092,-139.063799745673,7.08377472334534,25153409066.1,18.4369,40.2377,59.7623,98.106,98.7813,82.055,1.1345,1649000000.0,42943305.0,0.240678944725387,1195,True,Tech
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,B,Medium,BB,Medium,510,268,300,1078,BBB,High,1105599000.0,349103000.0,459906000.0,756496000.0,,1105599000.0,44908000.0,16.666,14.0887,13.8904,81.9787801269442,30.3071427357371,4.84500754414521,-310.853886608355,7.45757592798112,20341687742.44,11.465,29.6429,70.3571,13.0721,25.8756,1.3491,3.4403,263099000.0,28367831.0,0.210424492145613,1078,True,Healthcare
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,507,328,315,1150,BBB,High,3155045000.0,1287894000.0,1018027000.0,1867151000.0,,3155045000.0,163249000.0,28.533,27.6587,28.6039,19.6664152107391,65.0597919122405,18.9901114158481,-174.068139122598,14.7542574426038,26532906030.0,20.4356,71.0755,28.9245,2.0035,29.9881,1.4283,3.0256,715501000.0,21637281.0,0.384133236168721,1150,True,Tech
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515,303,270,1088,BBB,High,5485500000.0,2881200000.0,1046600000.0,2604300000.0,,5485500000.0,509700000.0,23.6892,16.7891,16.6516,13.1957917996563,6.68143730859473,1.55790251525325,-26.8859856608394,1.5532164535448,25520530000.0,14.3704,36.0344,63.9656,28.5854,38.3691,1.6226,2.6326,1275200000.0,34211300.0,0.222453842564433,1088,True,Tech
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BBB,High,BB,Medium,550,415,315,1280,A,High,3676300000.0,1570700000.0,1564500000.0,2105600000.0,422200000.0,3676300000.0,43200000.0,11.2497,8.3215,8.0733,30.0658330019881,34.0464304060485,3.78022807604563,-279.902737725777,4.16469813497266,21875971000.0,6.1865,45.4238,54.5762,27.2881,44.2812,1.7947,1.0384,449700000.0,35579932.0,0.232882360271137,1280,True,Industrials
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,510,325,310,1145,BBB,High,,,,,,6488400000.0,237600000.0,17.4435,,,,12.6302829817254,2.2259989656915,78.5497718851497,3.0325993861707,45064972000.0,12.4501,,,18.1217,16.8028,1.202,,1449600000.0,43944975.0,0.010737667306001,1145,True,Financials
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,225,307,310,842,BB,Medium,3504800000.0,1535401000.0,1494955000.0,1969399000.0,510855000.0,3504800000.0,158642000.0,11.7068,11.7068,10.9727,21.8662402868166,86.2570984118539,9.46472237864859,266.92550407391,10.2879949761242,20495736720.0,6.3857,76.9201,23.0799,0.0,41.8037,1.7183,1.839,418022000.0,12546859.0,0.187527705842532,842,True,Consumer
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,A,High,CCC,Low,B,Medium,555,160,278,993,BBB,High,81462000000.0,60609000000.0,7021000000.0,20853000000.0,,81462000000.0,7172000000.0,33.5305,29.6041,26.2661,113.255589925802,111.207189038407,31.2347321395455,-1144.52251275921,17.1407216317576,1091653740000.0,15.287,73.2958,26.7042,6.4829,44.2566,1.7939,1.532,12587000000.0,633500.0,0.308322942506354,993,True,Consumer
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,14204717000.0,9232513000.0,3537261000.0,4972204000.0,,14204717000.0,773369000.0,53.8289,34.7271,33.5577,17.3521260496721,22.1715474335361,11.8185667119039,-35.7326857650016,1.69932493195465,26991625000.0,12.8235,36.8544,63.1456,37.0461,75.9432,4.1568,1.3289,1088712000.0,22383937.0,0.151656287031953,1000,True,Consumer
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,20028000000.0,6257000000.0,3374000000.0,13771000000.0,,20028000000.0,2797000000.0,62.6944,39.4223,37.3627,17.8489091461562,20.1271827346634,12.0801757388743,-111.380595664497,8.7923268297169,174146280000.0,32.1572,23.6342,76.3658,37.47,46.4219,1.8664,4.6972,8749000000.0,56884939.0,0.136610289148239,1100,True,Tech
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,BB,Medium,BB,Medium,B,Medium,342,331,230,903,BBB,High,79571000000.0,14666000000.0,56798000000.0,64905000000.0,,79571000000.0,17301000000.0,3.7331,1.8037,1.814,9.29354319303085,90.0166551911236,3.34706467418471,-114.905439598329,2.93000134401993,144883802722.38,1.2255,17.4631,82.5369,51.2134,67.0405,3.034,0.7706,2590000000.0,74624202.0,-0.0532680935479872,903,True,Tech
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,B,Medium,B,Medium,205,203,221,629,B,Medium,44955000000.0,,42478000000.0,,,44955000000.0,4819000000.0,12.3606,1.8729,1.8824,20.7497875551396,40.6767510679919,4.3472687843837,-2.69787306849442,0.66686165136492,14176437918.5,1.0942,33.0654,66.9346,82.387,89.7622,9.7677,1.0033,737000000.0,25365649.0,-0.110382795497884,629,True,Transport
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,A,High,2497000000.0,824600000.0,265900000.0,1672400000.0,,2497000000.0,274700000.0,41.7846,16.4239,17.3898,31.5631382009441,26.8609976894853,14.6474050740296,2066.34723354839,10.2613959535443,36974579388.47,13.709,44.6567,55.3433,68.1099,74.606,3.9379,0.3989,954300000.0,41633265.0,0.0539550162705147,1281,True,Industrials
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,205,242,200,647,B,Medium,8630889000.0,5262335000.0,2071062000.0,3368554000.0,,8630889000.0,172187000.0,55.777,55.777,64.2083,41.0524189616853,23.1425435170317,14.8594352468097,-37.1279248568327,2.64338652405332,22315912134.82,20.6918,48.2505,51.7495,0.0,67.7739,3.1031,1.4642,985837000.0,29980580.0,0.0180865849114804,647,True,Consumer
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,8930700000.0,1080300000.0,3600500000.0,7850400000.0,,8930700000.0,204700000.0,27.6687,26.5325,23.0946,17.2083895837396,34.6976138984347,8.28491043223817,31.0529576148603,12.9066560706999,55883598501.6,18.3021,64.6996,35.3004,3.2786,23.3498,1.3046,4.8265,3322000000.0,56664427.0,-0.131622799917333,1100,True,Healthcare
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,16262700000.0,9765700000.0,4841300000.0,6497000000.0,,16262700000.0,443000000.0,10.0017,4.9534,5.1519,10.1708274054267,7.40600566108919,0.730538354481476,27.6723411237462,0.946590871573601,16364635974.39,4.1554,23.303,76.697,47.7718,57.8741,2.3738,1.5765,2078600000.0,65833232.0,0.216576064015757,1000,True,Healthcare
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,548,354,325,1227,A,High,1424900000.0,200700000.0,281100000.0,1224200000.0,,1424900000.0,27400000.0,,179.467,298.5379,32.4048845570707,34.1323241317899,-14.7217769811804,153.118242343542,16.1403326549232,28051932580.0,38.8716,33.8906,66.1094,792.1577,190.1235,-1.1096,0.93,673800000.0,29385545.0,-0.0267941801615696,1227,True,Tech
ntap,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,545,359,325,1229,A,High,6318000000.0,2098000000.0,3017000000.0,4220000000.0,279000000.0,6318000000.0,226000000.0,123.0466,27.5953,26.9718,15.0505100442382,21.9969693489861,24.5956566587112,-49.5460583653846,3.26229190883191,20447329394.59,9.3457,43.0235,56.9765,75.878,91.6417,11.9642,1.5039,937000000.0,72625545.0,0.0653082939721944,1229,True,Tech
xel,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,B,Medium,B,Medium,B,Medium,223,201,205,629,B,Medium,15310000000.0,6959000000.0,5923000000.0,8351000000.0,,15310000000.0,4638000000.0,10.7536,4.3158,4.188,15.7363928941068,28.0061751365726,2.91566536954063,-883.976727947091,3.17561855238994,36830510711.3,2.8372,13.6544,86.3456,59.7727,72.7479,3.6694,0.8463,1736000000.0,26695977.0,-0.0395278878771917,629,True,Real_Assets
xray,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,530,318,305,1153,BBB,High,3922000000.0,1795000000.0,1763000000.0,2127000000.0,,3922000000.0,149000000.0,-21.4617,-14.7378,-16.5074,15.3853546961326,-2.45271154678421,0.611408021371031,89.6183065171154,0.594104020766191,12128746000.0,-12.4297,30.5403,69.4597,33.7793,50.1243,2.005,1.6179,-950000000.0,54798215.0,0.133667494292888,1153,True,Healthcare
zbra,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,BBB,High,5781000000.0,3157000000.0,2060000000.0,2624000000.0,375000000.0,5781000000.0,75000000.0,16.1973,10.6059,9.7351,28.0698113050994,21.7187216666955,3.67938826625686,-44.298538025022,1.73945132878049,31792771680.0,6.1496,48.6239,51.3761,42.5357,63.7004,2.7548,0.8075,463000000.0,31733622.0,0.0992605900977068,937,True,Industrials
aap,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,264,261,210,735,B,Medium,11154722000.0,6192622000.0,4247949000.0,4962100000.0,,11154722000.0,425961000.0,17.2863,12.2197,12.3871,14.4363666255355,6.20912304332579,1.16350188796471,-9.38197358992732,0.279360166931995,14957759858.76,4.1758,57.4976,42.5024,33.8951,77.7153,4.4874,1.126,501872000.0,19115078.0,-0.0369272146503065,735,True,Consumer
zion,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium,,,,,,,190000000.0,14.6811,,,,9.28302349614112,1.89079324298226,135.801650177419,2.76509107093596,9576635000.0,1.0129,,,94.5357,94.5357,18.3006,,907000000.0,15557836.0,0.0889415049671959,600,True,Financials
wynn,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,225,201,200,626,B,Medium,3756825000.0,2390222000.0,1536116000.0,1366603000.0,830450000.0,3756825000.0,352504000.0,,-3.672,-3.7292,57.237935169092,-24.4167750370881,-13.7835280048692,8.2666398813026,2.75477207485576,9840398752.72,-5.2878,12.0317,87.9683,106.606,112.2278,-8.1781,2.2245,-709368000.0,33878785.0,0.312988947020014,626,True,Consumer
a,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,B,Medium,B,Medium,573,231,233,1037,BBB,High,6848000000.0,3126000000.0,2104000000.0,3722000000.0,,6848000000.0,291000000.0,23.4524,15.4891,15.5313,28.1019472960511,25.5739321636045,6.04518584979453,-73.8933431639631,4.68307694701519,48214427241.05,11.9066,35.6036,64.3964,34.2953,49.6297,1.9853,2.0301,1254000000.0,37013831.0,0.064020646376886,1037,True,Healthcare
abbv,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,A,High,BB,Medium,BB,Medium,505,317,300,1122,BBB,High,58054000000.0,17414000000.0,21826000000.0,40640000000.0,,58054000000.0,695000000.0,72.4757,13.7136,14.6315,12.8890903171675,31.5496040074552,21.64258218571,-685.176354187596,6.43230635326145,239432924038.4,8.5336,24.3075,75.6925,78.5731,87.5458,8.0294,0.9636,11845000000.0,75778856.0,-0.117521314200535,1122,True,Healthcare
adm,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,587,353,305,1245,A,High,101556000000.0,93986000000.0,3358000000.0,7570000000.0,,101556000000.0,1319000000.0,18.5625,13.256,12.9692,10.6060338825714,8.03121488087558,1.43532665882886,-82.7920963966746,0.343214311148529,37850400000.0,7.3025,68.8065,31.1935,27.4325,58.8182,2.4283,1.4638,4365000000.0,64291710.0,0.0645670201402763,1245,True,Consumer
abt,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515,305,305,1125,BBB,High,43653000000.0,19142000000.0,16149000000.0,24511000000.0,,43653000000.0,1777000000.0,19.1287,12.9213,12.9688,21.0288363299959,26.209360953929,4.95310198695933,2189.27107823602,4.1625890429888,248276927842.82,9.3138,41.2677,58.7323,31.3754,50.4218,2.017,1.6285,6933000000.0,55091376.0,-0.030048920009429,1125,True,Healthcare
aee,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,562,345,300,1207,A,High,7957000000.0,,6442000000.0,,,7957000000.0,3380000000.0,10.6295,4.3913,4.1948,14.6757247145188,27.9435843515363,2.85605344438047,491.990321205738,3.7716990817582,22937877000.0,2.8467,12.3446,87.6554,58.9579,71.937,3.5634,0.7926,1079000000.0,23834267.0,-0.066823940309275,1207,True,Real_Assets
aes,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525,326,370,1221,A,High,12617000000.0,10069000000.0,207000000.0,2548000000.0,207000000.0,12617000000.0,4551000000.0,-20.8596,-2.3022,-2.1053,59.9020397375215,-18.2837905285714,6.24324554634146,16.5554720208955,0.791230056954902,16203085087.5,-1.3164,19.949,80.051,90.6034,84.8161,6.5859,1.1775,-505000000.0,31603220.0,0.0524985306153768,1221,True,Real_Assets
afl,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,454,300,235,989,BBB,High,,,5519000000.0,,,19502000000.0,,15.1066,,,,13.2701797541347,2.49264588182964,-50.3141021183393,2.85857989678597,38077987480.0,3.2065,,,82.9297,82.9297,5.8581,,4201000000.0,39906902.0,0.0753498160638164,989,True,Financials
acn,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,515,360,305,1180,BBB,High,61594305000.0,41892766000.0,10334358000.0,19701539000.0,4225957000.0,61594305000.0,717998000.0,33.0351,32.9397,31.0325,27.6438270235166,19.0058231355751,5.91267909877804,-469.590386207781,2.12205101896125,273122509189.7,14.7873,71.4769,28.5231,0.2485,51.8717,2.0778,1.2333,6988960000.0,48146301.0,0.0892625117435827,1180,True,Tech
ajg,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,530,344,310,1184,BBB,High,,,6753200000.0,,,8550600000.0,182700000.0,12.6241,,,,48.5194911147011,5.91237772868454,108.576856798554,6.43032876973035,35376195000.0,2.8683,,,76.4711,76.3795,4.2336,,1116000000.0,36722295.0,0.0730939995394871,1184,True,Financials
aiz,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,BBB,High,,,7366300000.0,,,10193000000.0,186300000.0,5.6923,,,,39.0644496684382,2.55521242421784,-20.8554849995947,1.06006345318258,8689836052.18,0.835,,,87.2337,87.2337,7.8331,,276600000.0,24706872.0,-0.0813418140621072,1054,True,Financials
alk,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,B,Medium,515,303,259,1077,BBB,High,9646000000.0,,9080000000.0,,,9646000000.0,1671000000.0,1.5229,0.9419,0.9707,7.81587041650224,76.9876634051724,1.17014792387317,-35.72227582,0.462915662191582,6559695514.4,0.4089,43.3269,56.6731,36.1339,73.1002,3.7175,0.6766,58000000.0,12815817.0,-0.054053040485219,1077,True,Transport
alb,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,545,322,315,1182,BBB,High,7320104000.0,4245517000.0,596126000.0,3074587000.0,,7320104000.0,1261646000.0,39.5332,27.9909,24.0168,59.5414978236944,7.64783233555753,2.57700400901859,19.409231114665,2.81024173720756,27354596550.0,18.2132,37.7255,62.2745,28.7248,47.0072,1.887,1.8923,2815131000.0,22497756.0,0.385149673711217,1182,True,Energy_Materials
aig,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,518,323,310,1151,BBB,High,,,14165000000.0,,,56437000000.0,,19.3964,,,,3.87799592944823,1.008433994762,-188.863915502417,0.70610213461045,46550563460.18,2.141,,,92.3719,91.9802,12.4691,,11275000000.0,115105178.0,0.119319010001827,1151,True,Financials
all,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,B,Medium,530,300,220,1050,BBB,High,,,14443000000.0,,,51412000000.0,420000000.0,-6.1471,,,,-41.0110183285431,3.4676198019168,-1991.31277884148,1.04577618121684,33059650000.0,-1.3924,,,82.1833,82.2881,5.6459,,-1364000000.0,36077044.0,0.0361044316897558,1050,True,Financials
