ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,total_revenue,operating_costs,proprietary_expenses,gross_profit,management_fee,total_operating_revenues,capex,roe,roic,roic_ttm,ev_ebitda,pe,pb,pcf,ps,market_cap,roa,short_debt_ratio,long_debt_ratio,debt_to_capital,asset_to_liab,equity_multiplier,current_ratio,net_income,management_compensation,beta,calculated_total,total_check,sector
dis,Walt Disney Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,BB,Medium,BB,Medium,510,316,321,1147,BBB,High,82722000000.0,54401000000.0,21551000000.0,28321000000.0,,82722000000.0,4943000000.0,3.4267,2.1967,2.1935,32.341189588207,53.3709080706677,1.76670918114527,-38.6576476007024,2.02910357440886,281536729785.72,1.7213,30.5219,69.4781,33.7355,46.7773,1.8789,1.0009,3505000000.0,98846455.0,-0.0023084020989543,1147,True,Consumer
gm,General Motors Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,A,High,BB,Medium,B,Medium,510,303,255,1068,BBB,High,156735000000.0,126892000000.0,19529000000.0,29843000000.0,,156735000000.0,9238000000.0,15.5783,5.6505,4.8852,7.02096124516053,6.87940101538152,1.00808310253127,-42.8732557633626,0.436022392489233,87945000000.0,3.6768,47.5474,52.4526,62.8519,72.6232,3.6527,1.1018,9708000000.0,74960670.0,0.0590650060679785,1068,True,Consumer
gww,WW Grainger Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,B,Medium,BB,Medium,B,Medium,255,385,240,880,BB,Medium,15228000000.0,9379000000.0,3634000000.0,5849000000.0,,15228000000.0,256000000.0,71.72,34.3969,32.5068,17.1187778677844,32.598030005042,20.6676854171311,600.347052592857,3.31160706710008,26544359039.2,21.2572,41.4177,58.5823,48.7287,63.9562,2.7744,2.4761,1613000000.0,25446581.0,0.167678210345879,880,True,Industrials
mhk,Mohawk Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,B,Medium,BB,Medium,570,298,303,1171,BBB,High,11737065000.0,8793639000.0,2003438000.0,2943426000.0,,11737065000.0,580742000.0,0.3073,0.234,0.2331,6.97426195618439,239.979486340555,0.756257290810008,25.1684976057625,0.516207594627788,11952647620.0,0.1826,50.3118,49.6882,26.0292,43.2176,1.7611,1.92,25783000.0,10473138.0,0.065696272733951,1171,True,Consumer
lyv,Live Nation Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,BBB,High,BB,Medium,B,Medium,492,310,250,1052,BBB,High,16681254000.0,,15981218000.0,,,16681254000.0,353286000.0,,5.5407,5.3466,145.438173008141,119.032752887299,-95.8514684211672,48.623935449818,2.11207313287718,26891300360.51,2.4859,52.8965,47.1035,106.6397,95.3613,21.5579,0.9827,409193000.0,207279704.0,0.135467934583915,1052,True,Consumer
lvs,Las Vegas Sands Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,547,318,313,1178,BBB,High,4110000000.0,2460000000.0,2433000000.0,1650000000.0,936000000.0,4110000000.0,780000000.0,62.3447,9.9973,9.225,142.63,19.2184071425764,9.07192009409946,7.80494832303259,8.56645301343066,28756960000.0,6.1573,21.2261,78.7739,80.4572,83.4112,6.0282,1.7283,1357000000.0,31148777.0,0.310629716950374,1178,True,Consumer
clx,Clorox Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,560,350,345,1255,A,High,7107000000.0,4562000000.0,1826000000.0,2545000000.0,,7107000000.0,251000000.0,95.5533,14.299,14.1414,20.0000808039502,26.7419354141558,22.2208168369424,-89.5273489952174,1.73839512612073,21440097368.76,7.6486,32.8606,67.1394,82.9813,88.1617,8.4472,0.9669,471000000.0,24271823.0,0.0293394181173034,1255,True,Consumer
aacg,ATA Creativity Global,CNY,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,B,Medium,B,Medium,B,Medium,203,200,205,608,B,Medium,29696016.1387589,14978011.084628,22845259.8857077,14718005.0541309,11063317.3477299,29696016.1387589,232366.252189645,-28.9498,-28.9498,-33.4683,-9.39368016061471,-4.66656361799627,1.56181934614193,-13.6617821071401,1.08062258115883,33588992.86,-10.2419,88.3946,11.6054,0.0,69.7524,3.306,0.2231,-6977318.29537949,0.0,0.293104521685524,608,True,Consumer
aal,American Airlines Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,B,Medium,B,Medium,270,211,265,746,B,Medium,48971000000.0,,47171000000.0,,,48971000000.0,2546000000.0,,0.4193,0.4253,31.8273980919057,55.6839525734646,-1.21949680579928,39.7295616675843,0.144409180470687,11633187606.2,0.1962,30.4843,69.5157,119.418,108.9607,-11.1599,0.7103,127000000.0,29008473.0,-0.278506195325236,746,True,Transport
aame,Atlantic American Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,BB,Medium,220,221,300,741,B,Medium,,,46713000.0,,,187851000.0,126000.0,1.2527,,,,33.1705740590164,0.495262541267697,12.3078164087591,0.284333056636014,49927511.2,0.4155,,,72.1594,72.1594,3.5919,,1525000.0,2576492.0,0.57788651403081,741,True,Financials
aaoi,Applied Optoelectronics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,B,Medium,B,Medium,311,256,218,785,BB,Medium,222818000.0,189191000.0,92625000.0,33627000.0,46658000.0,222818000.0,3708000.0,-30.2327,-18.4009,-19.9002,-10.8371422186466,-110.334333661762,39.6700533499756,-1319.97635173694,32.8782627621646,140440220.0,-16.2633,61.9796,38.0204,44.6516,54.7669,2.2108,1.3217,-66397000.0,6301773.0,0.568262549370667,785,True,Tech
aaon,Aaon Inc,USD,NASDAQ NMS - GLOBAL MARKET,Building,A,High,BB,Medium,B,Medium,500,300,223,1023,BBB,High,888788000.0,651216000.0,110823000.0,237572000.0,,888788000.0,54024000.0,19.5496,17.6425,15.8894,40.8515053898496,67.7162642484259,12.1222008728157,2760.79924459789,7.64759170938402,4172297848.55,12.3327,57.4934,42.5066,11.2398,31.108,1.4515,2.3983,100376000.0,7041032.0,0.124723774997727,1023,True,Industrials
aapl,Apple Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,355,281,255,891,BB,Medium,394328000000.0,223546000000.0,51345000000.0,170782000000.0,,394328000000.0,10708000000.0,175.4593,55.6703,58.4529,24.8678136888264,37.2004197729527,73.2695274431639,-338.998675547845,9.41529258536041,2901644912070.0,28.2924,50.9734,49.0266,70.3223,85.6354,6.9615,0.8794,99803000000.0,211418319.0,0.114351954500793,891,True,Tech
abeo,Abeona Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,205,306,310,821,BB,Medium,1414000.0,5658000.0,46671000.0,-4244000.0,17256000.0,1414000.0,130000.0,-101.6075,-101.6075,-162.4678,,-6.22285040281137,9.23068157355854,-10.1764138415589,174.69750324611,49608227.214,-61.8183,20.77,79.23,0.0,58.3253,2.3995,6.8259,-39696000.0,4266034.0,0.562160008972111,821,True,Healthcare
abnb,Airbnb Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,A,High,A,High,BBB,High,505,570,400,1475,A,High,8399000000.0,1499000000.0,5098000000.0,6900000000.0,950000000.0,8399000000.0,25000000.0,36.6303,26.4658,25.0828,379.461857262334,41.5067614027892,14.1317085135755,33.0691495519697,9.35495884456245,107007118760.0,11.8032,76.1405,23.8595,26.3283,65.3323,2.8845,1.8627,1893000000.0,31069497.0,0.0997444645282375,1475,True,Consumer
abos,Acumen Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,205,201,200,606,B,Medium,,,45237000.0,,12876000.0,,161000.0,-20.7055,,,-1.37184092307386,-3.60421489989733,0.818234584823202,19.4561322269807,,273599305.2,-21.8,100.0,,0.0,3.9738,1.0414,23.0836,-42856000.0,6034006.0,0.17116269453463,606,True,Healthcare
absi,Absci Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,205,224,230,659,B,Medium,5747000.0,,112497000.0,,,5747000.0,16175000.0,-32.7558,-31.4447,-36.1638,-4.77500988517998,-4.20099555250515,1.60597213494938,-2.170044107069,76.6837023560118,759713895.2,-32.6796,64.9654,35.0346,5.4006,14.5149,1.1698,6.1732,-104904000.0,13124158.0,-0.141150614229831,659,True,Healthcare
abus,Arbutus Biopharma Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,203,204,338,745,B,Medium,39019000.0,,102242000.0,,17834000.0,39019000.0,512000.0,-45.3529,-45.3529,-50.7526,-6.86948764276125,-12.5241505787837,6.35633679157046,-11.0803938883652,22.2936877572465,564002293.04,-35.5421,56.1016,43.8984,0.0,29.97,1.428,4.5999,-69456000.0,6011929.0,0.295363821437847,745,True,Healthcare
abvc,ABVC Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,220,212,205,637,B,Medium,969783.0,286415.0,15797780.0,683368.0,,969783.0,119692.0,-275.0446,-212.2416,-328.9691,,-1.64199226595923,8.70295035314506,-5.21250588239615,27.8070778926832,98060231.58,-165.5159,87.9171,12.0829,37.9332,67.164,3.0454,0.5133,-16312374.0,2305263.0,1.76672677138051,637,True,Healthcare
acad,ACADIA Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,230,230,305,765,BB,Medium,517235000.0,10166000.0,730665000.0,507069000.0,369090000.0,517235000.0,,-45.8883,-45.8883,-53.9381,-22.6455687440889,-16.9488104693136,9.14185938296209,-112.323770017797,7.0770913436059,3758036301.3,-36.7422,67.0388,32.9612,0.0,31.8808,1.468,4.0431,-215975000.0,34207081.0,0.358943033835487,765,True,Healthcare
acet,Adicet Bio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215,211,305,731,B,Medium,24990000.0,,97541000.0,,26295000.0,,16782000.0,-23.4404,-23.4404,-23.8731,-8.33564271271304,-0.925402193867316,0.220921738227668,-3.22306712795688,2.5843865190076,694998625.86,-21.1044,51.3845,48.6155,0.0,11.5976,1.1312,13.246,-69790000.0,9804673.0,0.219536415043315,731,True,Healthcare
abcl,Abcellera Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540,354,345,1239,A,High,485424000.0,,268913000.0,,55485000.0,485424000.0,72660000.0,14.0344,14.0344,12.8535,14.8257303465467,6.40672494432844,0.823487044232561,-11.7419834371965,2.09216608871832,4050576587.2,10.2874,38.4618,61.5382,0.0,19.9642,1.2494,8.6671,158519000.0,29039832.0,0.212109588445814,1239,True,Healthcare
abcb,Ameris Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,290,300,250,840,BB,Medium,,,,,,,13568000.0,11.2443,,,,15.1376157215906,1.6406421943329,-1.78033084808715,5.20311857671238,3458186447.04,1.3832,,,87.2376,87.2376,7.8355,,346540000.0,13505570.0,0.0681526997945344,840,True,Financials
achc,Acadia Healthcare Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,BB,Medium,B,Medium,B,Medium,330,231,220,781,BB,Medium,2610399000.0,,2187947000.0,,,2610399000.0,296149000.0,10.2487,6.6496,6.5041,17.1725922540021,8.03626028981581,0.780387182723386,-60.6961646748147,0.84087378952413,5404009190.6,5.6142,18.6076,81.3924,33.0225,41.8396,1.7194,1.3034,280033000.0,23785875.0,-0.062120348279964,781,True,Healthcare
aciw,ACI Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500,327,300,1127,BBB,High,1421901000.0,696071000.0,521995000.0,725830000.0,114194000.0,1421901000.0,39893000.0,11.6636,6.1903,6.2275,13.8542161619951,29.2331278874924,3.48334202741062,136.137517971176,2.92304346340568,4015832596.2,4.4293,42.5863,57.4137,47.7374,62.8278,2.6902,1.298,142177000.0,26414387.0,0.0744136971572571,1127,True,Tech
acls,Axcelis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515,306,260,1081,BBB,High,919998000.0,518208000.0,189429000.0,401790000.0,57474000.0,919998000.0,10683000.0,30.3559,28.1655,25.6532,16.5956370701837,16.5021409077502,4.52779061597048,-27.6329695082912,3.28391524247879,2478374400.0,18.0615,71.6347,28.3653,6.5036,34.1724,1.5191,3.537,183079000.0,12359606.0,0.403402413418231,1081,True,Tech
aciu,AC Immune SA,CHF,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,250,296,305,851,BB,Medium,4261909.08307728,,80994684.892169,,17100707.1188582,4261909.08307728,1341932.74559917,-35.2909,-35.2909,-41.8679,,-3.83702647697849,1.60648279686882,-5.36206072142325,68.9913937295195,413221114.35,-38.0519,67.7465,32.2535,0.0,9.1143,1.1003,11.157,-76630966.5450995,0.0,-0.311644377164121,851,True,Healthcare
achv,Achieve Life Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215,222,305,742,B,Medium,,,40800000.0,,10722000.0,,0.0,-233.0444,-164.5779,-502.3725,-1.22508450317446,-3.63314203825266,18.5310809731422,-8.4304183507753,,73548556.76,-141.3033,99.6816,0.3184,1.5065,72.2966,3.6097,1.2653,-42350000.0,4323286.0,0.253314884839897,742,True,Healthcare
acmr,ACM Research Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,B,Medium,BB,Medium,410,232,325,967,BBB,High,388832000.0,205217000.0,124580000.0,183615000.0,22465000.0,388832000.0,92520000.0,5.8122,5.3674,5.2221,35.997921780459,68.9450872039834,4.01121270150966,-8.60411091263636,6.96185231382705,1668357091.87,4.0926,93.5948,6.4052,10.2429,34.2638,1.5212,2.4325,50564000.0,5252295.0,0.855955709144191,967,True,Tech
acnb,ACNB Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,220,219,215,654,B,Medium,,,,,,,1811000.0,13.8264,,,,13.7411521005818,2.00485496323079,-0.90645915807148,5.04092748494208,271485563.68,1.4156,,,90.2973,90.2973,10.3064,,35752000.0,2318635.0,-0.0622078830473091,654,True,Financials
acrs,Aclaris Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,230,207,220,657,B,Medium,29752000.0,11960000.0,102946000.0,17792000.0,25133000.0,29752000.0,605000.0,-44.0083,-44.0083,-43.9771,-9.30221259078072,-4.88441875638606,2.14802609682169,23.6777702632753,14.2677825114278,890261604.84,-34.1357,38.5046,61.4954,0.0,22.3786,1.2883,10.5547,-86908000.0,20536226.0,-0.567382609430714,657,True,Healthcare
act,Enact Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,540,328,315,1183,BBB,High,,,145125000.0,,,1095046000.0,,17.1611,,,,8.18058706453248,1.40466883080528,65.4987395317634,5.26043439782438,3365902800.0,12.3338,,,28.1695,28.1695,1.3922,,704157000.0,16823409.0,-0.213606459707694,1183,True,Financials
actg,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,200,200,275,675,B,Medium,59223000.0,37388000.0,61927000.0,21835000.0,61301000.0,59223000.0,5732000.0,-35.1114,-26.2167,-36.93,1.11619552571408,-3.87244116563387,1.87512333273966,-22.4475946410197,8.17768188676696,250383747.24,-22.9722,45.0269,54.9731,17.8501,40.1058,1.6696,4.9076,-110939000.0,6364711.0,0.347279008286873,675,True,Financials
acva,ACV Auctions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,B,Medium,B,Medium,BB,Medium,235,262,315,812,BB,Medium,421529000.0,236653000.0,291085000.0,184876000.0,,421529000.0,23396000.0,-19.6181,-18.2843,-18.209,-34.3771424199142,-7.37555352519253,1.55176590285841,-2.64242271965559,1.78808561546181,2940584295.96,-11.1696,81.132,18.868,13.4527,46.9109,1.8836,2.1675,-102193000.0,11123720.0,0.128457606126641,812,True,Industrials
adag,Adagene Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,295,301,305,901,BBB,High,9292724.0,,93213407.0,,11873867.0,,690938.0,-66.7408,-58.1817,-72.1404,-2.16659369542006,-2.43990183375407,2.3483287306408,-6.36980468805012,20.9974444677363,352399743.69824,-52.475,79.4702,20.5298,25.0464,45.4787,1.8341,2.7109,-79971847.0,0.0,0.838457230739648,901,True,Healthcare
acxp,Acurx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,235,301,305,841,BB,Medium,,,12092776.0,,7338505.0,,,-241.4545,,,,-0.946734666217252,1.56508781724618,-2.97592085716625,,44146523.5488,-128.9661,100.0,,0.0,21.9873,1.2818,4.5481,-12092776.0,1957186.0,0.300753532764755,841,True,Healthcare
adbe,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,200,221,200,621,B,Medium,17606000000.0,2165000000.0,9343000000.0,15441000000.0,1219000000.0,17606000000.0,442000000.0,32.9728,25.6388,26.1606,40.9216117772044,20.4717611438183,6.92930723791901,248.376775510204,5.53014290582756,269353500000.0,17.5078,61.9796,38.0204,22.7118,48.2754,1.9333,1.1068,4756000000.0,80542873.0,0.103041717547723,621,True,Tech
adma,ADMA Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,240,264,320,824,BB,Medium,154079692.0,118814535.0,74630237.0,35265157.0,52458024.0,154079692.0,13911171.0,-44.9631,-24.8298,-22.3549,-6.54108265055515,-29.9578336205948,12.9912799289011,55.7212673070293,12.8137559428662,276097481.97,-18.9128,19.9844,80.0156,48.4496,56.3871,2.2929,6.8862,-65903950.0,5274356.0,0.330067087639265,824,True,Healthcare
adi,Analog Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,BB,Medium,350,318,300,968,BBB,High,12013953000.0,4481479000.0,3979265000.0,7532474000.0,,12013953000.0,699308000.0,7.3829,6.2626,6.3899,37.5458244573597,55.670202293833,4.19612207704673,-301.567519564636,12.736269809524,92337372217.44,5.4641,17.653,82.347,15.2244,27.5077,1.3795,2.0216,2748561000.0,83143905.0,0.183527734047142,968,True,Tech
adil,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200,203,300,703,B,Medium,,,13317127.0,,9140129.0,,,-244.4335,,-388.5683,-6.00690354311278,-0.192917142916389,0.749614801675205,-1.1920663140131,,56556122.4,-222.0801,72.9088,27.0912,0.0,42.8466,1.7497,2.6691,-12731416.0,2591974.0,0.0961205176968439,703,True,Healthcare
adus,Addus Homecare Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210,215,218,643,B,Medium,951120000.0,651381000.0,231002000.0,299739000.0,216942000.0,,8300000.0,7.6208,5.8985,6.0139,19.1899623310437,39.5637561553504,2.87420190840357,-20.4749800644298,1.91450277257339,1490549400.0,4.9067,43.0758,56.9242,17.2181,32.458,1.4806,1.6989,46025000.0,11315699.0,0.09163855702234,643,True,Healthcare
acgl,Arch Capital Group Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,,,1329857000.0,,,9614808000.0,51672000.0,11.1652,,,,22.7040764847965,2.7758441356207,-809.120956371884,3.53011572170488,16843167088.3,3.089,,,73.0926,73.0761,3.7142,,1482423000.0,26188564.0,0.0666369448636553,1100,True,Financials
adpt,Adaptive Biotechnologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,260,348,260,868,BB,Medium,185308000.0,57909000.0,327585000.0,127399000.0,88527000.0,185308000.0,16349000.0,-37.4834,-37.4834,-43.1293,-19.8873043104295,-10.7376584939383,4.63107427651805,-44.0714011596105,11.6000528393809,3967511851.9,-23.3906,27.9701,72.0299,0.0,45.822,1.8458,5.1203,-200368000.0,36909184.0,0.613171602458721,868,True,Healthcare
adsk,Autodesk Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,555,304,310,1169,BBB,High,4386400000.0,418500000.0,3350300000.0,3967900000.0,571700000.0,4386400000.0,66500000.0,54.7779,16.3503,14.2952,93.5603655872185,101.819175050302,59.5973736897892,-207.564109926169,11.5365972095568,61854325126.23,5.7745,51.6828,48.3172,75.5774,90.1345,10.1364,0.6893,497000000.0,47111129.0,0.191610701332414,1169,True,Tech
adp,Automatic Data Processing Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,16498300000.0,9461900000.0,3233200000.0,7036400000.0,,10505000000.0,553400000.0,66.3017,39.6691,47.468,21.4383215984,27.9239034492997,25.530896003981,8.54216880865163,4.99110810699527,103662232000.0,4.6757,92.1725,7.8275,48.0829,94.886,19.5542,0.9936,2948900000.0,54791545.0,-0.0667184879099268,1000,True,Tech
adtx,Aditxt Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,210,224,305,739,B,Medium,933715.0,766779.0,27180082.0,166936.0,15985552.0,933715.0,367079.0,-2349.0526,-2339.1164,-530.3606,,-0.0070655882869058,0.0375242259052338,-0.0382807218922366,0.209231553525433,23818753.0563,-257.5616,65.9027,34.0973,0.0,51.5027,2.062,1.3018,-27649876.0,2449552.0,1.20398020213391,739,True,Healthcare
adv,Advantage Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,B,Medium,BB,Medium,515,269,328,1112,BBB,High,4049742000.0,3493183000.0,423442000.0,556559000.0,,4049742000.0,40455000.0,-76.5394,-35.916,-43.6759,13.3252488233642,-0.214226016383895,0.263118066220039,-7.0238556957606,0.0730267370291737,2542047687.04,-32.3128,19.8062,80.1938,64.4399,71.1553,3.4668,1.9261,-1377292000.0,22004282.0,0.076625918665869,1112,True,Consumer
aehr,Aehr Test Systems,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,B,Medium,B,Medium,BB,Medium,290,262,300,852,BB,Medium,50829000.0,27164000.0,15865000.0,23665000.0,10047000.0,50829000.0,416000.0,30.27,28.8475,18.5334,-347.675965054113,112.040974914286,20.7650123152052,39.3571932547766,20.8303766145311,649035183.42,15.1617,97.1338,2.8662,0.0,18.1925,1.2224,5.4482,9450000.0,6450992.0,0.444335550910685,852,True,Tech
aehl,Antelope Enterprise Holdings Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Building,B,Medium,B,Medium,BB,Medium,238,237,325,800,BB,Medium,41114636.8779255,37106366.4819229,5619418.20061454,4008270.39600264,3267524.33736324,41114636.8779255,4020.33139017316,-223.1521,-190.8839,-589.6762,-0.308207743355856,-0.211665817299078,11.708940598212,-0.518625129297233,0.0428126043099037,9501995.82,-48.7646,91.3735,8.6265,89.3403,94.123,17.0156,1.1471,-7702380.61051604,617234.442753353,0.227048874104681,800,True,Industrials
aei,Alset Ehome International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,B,Medium,B,Medium,520,207,210,937,BBB,High,4480442.0,3731990.0,7837826.0,748452.0,7837826.0,4480442.0,7424380.0,-41.5813,-41.1221,-29.4123,4.01626091878478,-1.73911781322527,0.511561806726295,-1.66551683697618,15.7168671193601,48751592.868,-30.1078,67.2175,32.7825,0.0092,3.145,1.0325,29.4083,-46212505.0,9076492.0,0.914529957878065,937,True,Real_Assets
aeis,Advanced Energy Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,1845422000.0,1169916000.0,435597000.0,675506000.0,,1845422000.0,58885000.0,20.6141,13.8042,13.0157,16.7103100136902,59.2017052934989,11.0856028357813,-138.160839690722,6.40515420261599,3422854340.0,10.0231,42.4498,57.5502,30.4906,46.4771,1.8684,3.0239,199676000.0,19834064.0,0.223057641088548,1100,True,Industrials
aep,American Electric Power Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,19639500000.0,11550100000.0,4347900000.0,8089400000.0,,19639500000.0,6772400000.0,9.9414,3.7755,3.6235,14.2600607034602,30.3209835078667,2.92224806695893,665.619154608468,3.5620343261972,44859742974.55,2.4667,21.0204,78.9796,62.4034,74.1431,3.8674,0.6466,2305600000.0,38187186.0,-0.116830335009606,1100,True,Real_Assets
aemd,Aethlon Medical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200,262,315,777,BB,Medium,294165.0,,10715050.0,,10715050.0,,349193.0,-78.4235,,-60.7951,,-0.286604610117174,0.174241573682954,0.411673261051593,10.1483850900005,28659309.66,-53.6662,75.1703,24.8297,0.0,12.4964,1.1428,9.9542,-10420885.0,4405140.0,0.88779900696997,777,True,Healthcare
aeye,AudioEye Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,BB,Medium,BB,Medium,235,301,308,844,BB,Medium,29913000.0,7219000.0,33123000.0,22694000.0,13381000.0,29913000.0,1249000.0,-171.6846,-169.6051,-98.1098,-4.70036998310947,-7.00675577494489,6.9035303616961,-6.06047778146244,2.44380312907432,80273700.0,-42.7092,79.9335,20.0665,0.4232,56.6522,2.3069,1.1721,-10433000.0,2893687.0,0.390122938586999,844,True,Tech
afcg,AFC Gamma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,255,204,226,685,B,Medium,,,,,4699676.0,74684642.0,,11.74,,,,1.70250246316715,0.180425613251305,1.96534845077037,0.963276941382306,374238401.12,6.921,,,34.6929,34.6929,1.5312,,35932397.0,2101343.0,0.202421809381092,685,True,Real_Assets
afbi,Affinity Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,200,207,200,607,B,Medium,,,,,,,1394000.0,5.9932,,,,16.9928879520606,1.03521910326806,-1.41865916128353,3.85423529234095,105838563.6,0.9016,,,85.2009,85.2009,6.7572,,7134000.0,3495112.0,0.0117193113916849,607,True,Financials
afrm,Affirm Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,BB,Medium,BB,Medium,225,335,335,895,BB,Medium,,,,,577493000.0,1349292000.0,111705000.0,-27.2114,,,,-20.6482202807538,5.5788691500064,-102.992434664904,14.2600129708218,28479638628.48,-10.1439,,,62.4558,62.4558,2.6635,,-707417000.0,27928277.0,0.587646247521922,895,True,Tech
agen,Agenus Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,290,245,300,835,BB,Medium,98024000.0,,278266000.0,,81007000.0,98024000.0,53062000.0,,343865.625,,-26.6233711797958,-0.600208737788198,-2.15559152974967,-1.16628850984928,1.34753058189831,827211270.2,-55.7738,40.3349,59.6651,-27.3468,113.2756,-7.5326,1.1279,-230656000.0,9544989.0,0.315051733536482,835,True,Healthcare
